id,body,date,address
46902,"2/2 Bal:PHP8,570.75",1503105566728,SmartPadala
46903,"2/2 Bal:PHP39,181.75",1503127949243,SmartPadala
46904,"1/2 19Aug 1532:Remittance of PHP800.00 & commission of PHP11.50 was received from 639995883388.LIBRE ang pag-claim ng iyong customer.Ref:900718fd1ea5",1503127939130,SmartPadala
46905,"1/2 19Aug 1519:Remittance of PHP4,700.00 & commission of PHP57.50 was received from 639073832229.LIBRE ang pag-claim ng iyong customer.Ref:d0fe77435ee1",1503127205175,SmartPadala
46906,"2/2 Bal:PHP38,370.25",1503127191716,SmartPadala
46907,"2/2 Bal:PHP33,612.75",1503127045716,SmartPadala
46908,"1/2 19Aug 1511:Remittance of PHP3,500.00 & commission of PHP40.25 was received from 639506295825.LIBRE ang pag-claim ng iyong customer.Ref:6edbe11263d9",1503126702128,SmartPadala
46909,"1/2 19Aug 1435:Remittance of PHP1,500.00 & commission of PHP17.25 was received from 639984362223.LIBRE ang pag-claim ng iyong customer.Ref:06af97dc790c",1503124605671,SmartPadala
46910,"2/2 Bal:PHP30,072.50",1503124558520,SmartPadala
46911,"2/2 Bal:PHP27,543.75",1503124440160,SmartPadala
46912,"1/2 19Aug 1427:Remittance of PHP200.00 & commission of PHP11.50 was received from 639213997277.LIBRE ang pag-claim ng iyong customer.Ref:7dda71ec64ed",1503124430117,SmartPadala
46913,"1/2 19Aug 1428:Remittance of PHP1,000.00 & commission of PHP11.50 was received from 639295795467.LIBRE ang pag-claim ng iyong customer.Ref:4606f36262ce",1503124119166,SmartPadala
46914,"2/2 Bal:PHP28,555.25",1503124107719,SmartPadala
46915,"1/2 19Aug 1339:Remittance of PHP3,500.00 & commission of PHP40.25 was received from 639212135919.LIBRE ang pag-claim ng iyong customer.Ref:3b15054be494",1503121267110,SmartPadala
46916,"2/2 Bal:PHP27,332.25",1503121186238,SmartPadala
46917,"1/2 19Aug 1330:Remittance of PHP1,000.00 & commission of PHP11.50 was received from 639991996168.LIBRE ang pag-claim ng iyong customer.Ref:34457eabf8b4",1503120652234,SmartPadala
46918,"2/2 Bal:PHP23,792.00",1503120638745,SmartPadala
46919,"2/2 Bal:PHP22,780.50",1503119940270,SmartPadala
46920,"1/2 19Aug 1318:Remittance of PHP700.00 & commission of PHP11.50 was received from 639094522048.LIBRE ang pag-claim ng iyong customer.Ref:e3335c294ae3",1503119930131,SmartPadala
46921,"1/2 19Aug 1315:Remittance of PHP500.00 & commission of PHP11.50 was received from 639094522048.LIBRE ang pag-claim ng iyong customer.Ref:32b848144646",1503119761309,SmartPadala
46922,"2/2 Bal:PHP22,069.00",1503119750125,SmartPadala
46923,"1/2 19Aug 1247:Remittance of PHP1,000.00 & commission of PHP11.50 was received from 639298085553.LIBRE ang pag-claim ng iyong customer.Ref:114a66a68dce",1503118064697,SmartPadala
46924,"2/2 Bal:PHP21,557.50",1503118052302,SmartPadala
46925,"19Aug 1242: We have sent a text message to your customer on the Smart Padala transaction details. Thank you! Ref:6808f57f09ef",1503117777250,SmartPadala
46926,"CONFIRM Ref:6808f57f09ef
Customer Cellphone#:
Receiver Cellphone#:",1503117713361,SmartPadala
46927,"1/2 19Aug 1241:Sent PHP200.00 from ENCASHMENT to 557751******8101 at 639475922604.Ref:6808f57f09ef.Sa next msg,i-type ang customer &receiver cellphone#",1503117707176,SmartPadala
46928,"19Aug 1241:Remittance of PHP200.00 & fee of PHP18.50 was deducted from your account.Avail bal:PHP40,525.80.Ref:6808f57f09ef",1503117699924,SmartPadala
46929,"2/2 &send to 8890.",1503117688995,SmartPadala
46930,"19Aug 1228:Remittance of PHP1,650.00 & commission of PHP23.00 was added to your account.Avail Bal:PHP20,546.00.Ref:2fb6e96a2acf",1503116935125,SmartPadala
46931,"2/2 Bal:PHP18,873.00",1503116135222,SmartPadala
46932,"1/2 19Aug 1213:Remittance of PHP3,000.00 & commission of PHP34.50 was received from 639996826653.LIBRE ang pag-claim ng iyong customer.Ref:4f9569846b31",1503116040113,SmartPadala
46933,"19Aug 1203:Remittance of PHP450.00 & commission of PHP11.50 was added to your account.Avail Bal:PHP15,838.50.Ref:48b5f63faffa",1503115404745,SmartPadala
46934,"2/2 Bal:PHP15,377.00",1503114884538,SmartPadala
46935,"1/2 19Aug 1154:Remittance of PHP3,000.00 & commission of PHP34.50 was received from 639491365992.LIBRE ang pag-claim ng iyong customer.Ref:7874fca5e668",1503114874125,SmartPadala
46936,"1/2 19Aug 1134:Remittance of PHP2,500.00 & commission of PHP28.75 was received from 639215324881.LIBRE ang pag-claim ng iyong customer.Ref:b08bdbe1dde1",1503113670359,SmartPadala
46937,"2/2 Bal:PHP12,342.50",1503113659713,SmartPadala
46938,"1/2 19Aug 1104:Remittance of PHP1,000.00 & commission of PHP11.50 was received from 639391653200.LIBRE ang pag-claim ng iyong customer.Ref:7a400bfc57a6",1503111914221,SmartPadala
46939,"2/2 Bal:PHP9,813.75",1503111899795,SmartPadala
46940,"19Aug 1104: We have sent a text message to your customer on the Smart Padala transaction details. Thank you! Ref:a35bb0b207de",1503111868123,SmartPadala
46941,"CONFIRM Ref:a35bb0b207de
Customer Cellphone#:
Receiver Cellphone#:",1503111588605,SmartPadala
46942,"19Aug 1059:Remittance of PHP500.00 & fee of PHP18.50 was deducted from your account.Avail bal:PHP40,744.30.Ref:a35bb0b207de",1503111585733,SmartPadala
46943,"1/2 19Aug 1059:Sent PHP500.00 from ENCASHMENT to 529967******6111 at 639217857611.Ref:a35bb0b207de.Sa next msg,i-type ang customer &receiver cellphone#",1503111582169,SmartPadala
46944,"2/2 &send to 8890.",1503111576181,SmartPadala
46945,"2/2 Bal:PHP8,802.25",1503110446740,SmartPadala
46946,"1/2 19Aug 1040:Remittance of PHP220.00 & commission of PHP11.50 was received from 639286663150.LIBRE ang pag-claim ng iyong customer.Ref:80c2c9df08c7",1503110442245,SmartPadala
46947,"2/2 Bal:PHP8,570.75",1503105566746,SmartPadala
46948,"1/2 19Aug 0919:Remittance of PHP3,500.00 & commission of PHP40.25 was received from 639483376525.LIBRE ang pag-claim ng iyong customer.Ref:3024aa95b705",1503105557125,SmartPadala
46949,"2/2 Bal:PHP5,030.50",1503105488814,SmartPadala
46950,"1/2 19Aug 0917:Remittance of PHP300.00 & commission of PHP11.50 was received from 639107824261.LIBRE ang pag-claim ng iyong customer.Ref:b9ea05d3d331",1503105481231,SmartPadala
46951,"19Aug 0911:Remittance of PHP7,000.00 & commission of PHP80.50 was added to your account.Avail Bal:PHP41,262.80.Ref:fd396db776da",1503105106130,SmartPadala
46952,"1/2 19Aug 0906:Remittance of PHP8,000.00 & commission of PHP92.00 was received from 639207859278.LIBRE ang pag-claim ng iyong customer.Ref:0027a83bfbc2",1503104923484,SmartPadala
46953,"2/2 Bal:PHP34,182.30",1503104913201,SmartPadala
46954,"1/2 19Aug 0850:Remittance of PHP500.00 & commission of PHP11.50 was received from 639998811818.LIBRE ang pag-claim ng iyong customer.Ref:c53c3e486e95",1503103977333,SmartPadala
46955,"1/2 19Aug 0848:Remittance of PHP1,000.00 & commission of PHP11.50 was received from 639474880091.LIBRE ang pag-claim ng iyong customer.Ref:67b04e59aaa6",1503103861314,SmartPadala
46956,"2/2 Bal:PHP4,719.00",1503103842121,SmartPadala
46957,"2/2 Bal:PHP4,207.50",1503103726714,SmartPadala
46958,"1/2 19Aug 0826:Remittance of PHP1,000.00 & commission of PHP11.50 was received from 639498719918.LIBRE ang pag-claim ng iyong customer.Ref:ed27109ca5d8",1503102374204,SmartPadala
46959,"2/2 Bal:PHP3,196.00",1503102367610,SmartPadala
46960,"19Aug 0814: We have sent a text message to your customer on the Smart Padala transaction details. Thank you! Ref:3381cf8a22b6",1503101646073,SmartPadala
46961,"CONFIRM Ref:3381cf8a22b6
Customer Cellphone#:
Receiver Cellphone#:",1503101604229,SmartPadala
46962,"19Aug 0812:Remittance of PHP350.00 & fee of PHP18.50 was deducted from your account.Avail bal:PHP26,090.30.Ref:3381cf8a22b6",1503101594915,SmartPadala
46963,"1/2 19Aug 0812:Sent PHP350.00 from ENCASHMENT to 557751******1100 at 639498361118.Ref:3381cf8a22b6.Sa next msg,i-type ang customer &receiver cellphone#",1503101583982,SmartPadala
46964,"2/2 &send to 8890.",1503101571973,SmartPadala
46965,"19Aug 0803:Remittance of PHP700.00 & fee of PHP18.50 was deducted from your account.Avail bal:PHP26,458.80.Ref:89850176dfc7",1503101214395,SmartPadala
46966,"2/2 &send to 8890.",1503101213891,SmartPadala
46967,"1/2 19Aug 0803:Sent PHP700.00 from ENCASHMENT to 557751******6104 at 639212500631.Ref:89850176dfc7.Sa next msg,i-type ang customer &receiver cellphone#",1503101204135,SmartPadala
46968,"19Aug 0804: We have sent a text message to your customer on the Smart Padala transaction details. Thank you! Ref:89850176dfc7",1503101063135,SmartPadala
46969,"CONFIRM Ref:89850176dfc7
Customer Cellphone#:
Receiver Cellphone#:",1503101003881,SmartPadala
47003,"19Aug 1549:Remittance of PHP500.00 & commission of PHP11.50 was added to your account.Avail Bal:PHP39,693.25.Ref:fb91041a1de0",1503128960163,SmartPadala
47004,"1/2 19Aug 1624:Remittance of PHP1,450.00 & commission of PHP17.25 was received from 639294076297.LIBRE ang pag-claim ng iyong customer.Ref:1b89dc58ec2c",1503131092211,SmartPadala
47005,"2/2 Bal:PHP41,160.50",1503131105693,SmartPadala
47006,"1/2 19Aug 1629:Remittance of PHP200.00 & commission of PHP11.50 was received from 639281766327.LIBRE ang pag-claim ng iyong customer.Ref:8456e749d972",1503131412661,SmartPadala
47007,"2/2 Bal:PHP41,372.00",1503131589728,SmartPadala
47008,"1/2 19Aug 1647:Remittance of PHP500.00 & commission of PHP11.50 was received from 639298555068.LIBRE ang pag-claim ng iyong customer.Ref:6b95b85d546e",1503132627152,SmartPadala
47009,"2/2 Bal:PHP41,883.50",1503132629818,SmartPadala
47010,"2/2 Bal:PHP48,164.00",1503134049272,SmartPadala
47011,"1/2 19Aug 1714:Remittance of PHP1,900.00 & commission of PHP23.00 was received from 639984362223.LIBRE ang pag-claim ng iyong customer.Ref:15c01319df15",1503134045063,SmartPadala
47012,"2/2 Bal:PHP46,241.00",1503133809798,SmartPadala
47013,"1/2 19Aug 1709:Remittance of PHP300.00 & commission of PHP11.50 was received from 639206495561.LIBRE ang pag-claim ng iyong customer.Ref:355d0a5bc89b",1503133801145,SmartPadala
47014,"1/2 19Aug 1703:Remittance of PHP1,000.00 & commission of PHP11.50 was received from 639464608406.LIBRE ang pag-claim ng iyong customer.Ref:fc6984de5df9",1503133454017,SmartPadala
47015,"2/2 Bal:PHP45,929.50",1503133438705,SmartPadala
47016,"19Aug 1656:Remittance of PHP2,000.00 & commission of PHP23.00 was added to your account.Avail Bal:PHP44,918.00.Ref:94dc94ba8d78",1503133077890,SmartPadala
47017,"1/2 19Aug 1655:Remittance of PHP1,000.00 & commission of PHP11.50 was received from 639202090199.LIBRE ang pag-claim ng iyong customer.Ref:a9a08b27bcba",1503132941211,SmartPadala
47018,"2/2 Bal:PHP42,895.00",1503132926229,SmartPadala
47019,"2/2 Bal:PHP41,883.50",1503132629840,SmartPadala
47020,"1/2 19Aug 1647:Remittance of PHP500.00 & commission of PHP11.50 was received from 639298555068.LIBRE ang pag-claim ng iyong customer.Ref:6b95b85d546e",1503132627142,SmartPadala
47021,"2/2 Bal:PHP41,372.00",1503131589724,SmartPadala
47022,"1/2 19Aug 1629:Remittance of PHP200.00 & commission of PHP11.50 was received from 639281766327.LIBRE ang pag-claim ng iyong customer.Ref:8456e749d972",1503131412632,SmartPadala
47023,"2/2 Bal:PHP41,160.50",1503131105675,SmartPadala
47024,"1/2 19Aug 1624:Remittance of PHP1,450.00 & commission of PHP17.25 was received from 639294076297.LIBRE ang pag-claim ng iyong customer.Ref:1b89dc58ec2c",1503131092267,SmartPadala
47025,"19Aug 1549:Remittance of PHP500.00 & commission of PHP11.50 was added to your account.Avail Bal:PHP39,693.25.Ref:fb91041a1de0",1503128960132,SmartPadala
47110,"1/2 19Aug 1725:Remittance of PHP1,000.00 & commission of PHP11.50 was received from 639394377602.LIBRE ang pag-claim ng iyong customer.Ref:d8c7954d1486",1503134722182,SmartPadala
47111,"2/2 Bal:PHP49,175.50",1503134734430,SmartPadala
47112,"1/2 19Aug 1805:Remittance of PHP500.00 & commission of PHP11.50 was received from 639195290250.LIBRE ang pag-claim ng iyong customer.Ref:2b14b9631ff3",1503137116155,SmartPadala
47113,"2/2 Bal:PHP49,687.00",1503137128358,SmartPadala
47114,"1/2 19Aug 1808:Remittance of PHP3,000.00 & commission of PHP34.50 was received from 639129348373.LIBRE ang pag-claim ng iyong customer.Ref:6fad13e191a7",1503137313709,SmartPadala
47115,"2/2 Bal:PHP54,038.75",1503137336812,SmartPadala
47116,"2/2 Bal:PHP52,721.50",1503137407775,SmartPadala
47117,"1/2 19Aug 1808:Remittance of PHP1,300.00 & commission of PHP17.25 was received from 639206029988.LIBRE ang pag-claim ng iyong customer.Ref:7336690c3afd",1503137418133,SmartPadala
47118,"2/2 Bal:PHP55,761.75",1503137776712,SmartPadala
47119,"1/2 19Aug 1816:Remittance of PHP1,700.00 & commission of PHP23.00 was received from 639196195369.LIBRE ang pag-claim ng iyong customer.Ref:b2b74e971365",1503137977138,SmartPadala
47120,"1/2 19Aug 1822:Remittance of PHP1,300.00 & commission of PHP17.25 was received from 639984362223.LIBRE ang pag-claim ng iyong customer.Ref:84faf57d6947",1503138153452,SmartPadala
47121,"2/2 Bal:PHP57,079.00",1503138165527,SmartPadala
47122,"1/2 19Aug 1822:Remittance of PHP600.00 & commission of PHP11.50 was received from 639198075162.LIBRE ang pag-claim ng iyong customer.Ref:da41f0e1f536",1503138178702,SmartPadala
47123,"2/2 Bal:PHP57,690.50",1503138188815,SmartPadala
47124,"19Aug 1825:Remittance of PHP4,000.00 & commission of PHP46.00 was added to your account.Avail Bal:PHP61,736.50.Ref:53c0ec5c4f11",1503138345931,SmartPadala
47125,"2/2 Bal:PHP62,748.00",1503138357799,SmartPadala
47126,"1/2 19Aug 1825:Remittance of PHP1,000.00 & commission of PHP11.50 was received from 639393327189.LIBRE ang pag-claim ng iyong customer.Ref:97e9205d6eed",1503138455141,SmartPadala
47127,"2/2 &send to 8890.",1503138928802,SmartPadala
47128,"19Aug 1835:Remittance of PHP550.00 & fee of PHP18.50 was deducted from your account.Avail bal:PHP39,957.30.Ref:7c4c71b14dc0",1503138933963,SmartPadala
47129,"CONFIRM Ref:7c4c71b14dc0
Customer Cellphone#:
Receiver Cellphone#:",1503138936814,SmartPadala
47130,"1/2 19Aug 1835:Sent PHP550.00 from ENCASHMENT to 529967******6111 at 639293362470.Ref:7c4c71b14dc0.Sa next msg,i-type ang customer &receiver cellphone#",1503138949183,SmartPadala
47131,"1/2 19Aug 1837:Remittance of PHP1,500.00 & commission of PHP17.25 was received from 639287729338.LIBRE ang pag-claim ng iyong customer.Ref:f448c310bc59",1503139048439,SmartPadala
47132,"19Aug 1837: We have sent a text message to your customer on the Smart Padala transaction details. Thank you! Ref:7c4c71b14dc0",1503139069744,SmartPadala
47133,"2/2 Bal:PHP64,265.25",1503139141731,SmartPadala
47134,"1/2 19Aug 1837:Remittance of PHP1,500.00 & commission of PHP17.25 was received from 639287729338.LIBRE ang pag-claim ng iyong customer.Ref:f448c310bc59",1503139048404,SmartPadala
47135,"1/2 19Aug 1835:Sent PHP550.00 from ENCASHMENT to 529967******6111 at 639293362470.Ref:7c4c71b14dc0.Sa next msg,i-type ang customer &receiver cellphone#",1503138949175,SmartPadala
47136,"CONFIRM Ref:7c4c71b14dc0
Customer Cellphone#:
Receiver Cellphone#:",1503138936822,SmartPadala
47137,"19Aug 1835:Remittance of PHP550.00 & fee of PHP18.50 was deducted from your account.Avail bal:PHP39,957.30.Ref:7c4c71b14dc0",1503138933952,SmartPadala
47138,"2/2 &send to 8890.",1503138928803,SmartPadala
47139,"1/2 19Aug 1825:Remittance of PHP1,000.00 & commission of PHP11.50 was received from 639393327189.LIBRE ang pag-claim ng iyong customer.Ref:97e9205d6eed",1503138455134,SmartPadala
47140,"2/2 Bal:PHP62,748.00",1503138357787,SmartPadala
47141,"19Aug 1825:Remittance of PHP4,000.00 & commission of PHP46.00 was added to your account.Avail Bal:PHP61,736.50.Ref:53c0ec5c4f11",1503138345921,SmartPadala
47142,"2/2 Bal:PHP57,690.50",1503138188797,SmartPadala
47143,"1/2 19Aug 1822:Remittance of PHP600.00 & commission of PHP11.50 was received from 639198075162.LIBRE ang pag-claim ng iyong customer.Ref:da41f0e1f536",1503138178706,SmartPadala
47144,"2/2 Bal:PHP57,079.00",1503138165517,SmartPadala
47145,"1/2 19Aug 1822:Remittance of PHP1,300.00 & commission of PHP17.25 was received from 639984362223.LIBRE ang pag-claim ng iyong customer.Ref:84faf57d6947",1503138153440,SmartPadala
47146,"1/2 19Aug 1816:Remittance of PHP1,700.00 & commission of PHP23.00 was received from 639196195369.LIBRE ang pag-claim ng iyong customer.Ref:b2b74e971365",1503137977133,SmartPadala
47147,"2/2 Bal:PHP55,761.75",1503137776684,SmartPadala
47148,"1/2 19Aug 1808:Remittance of PHP1,300.00 & commission of PHP17.25 was received from 639206029988.LIBRE ang pag-claim ng iyong customer.Ref:7336690c3afd",1503137418245,SmartPadala
47149,"2/2 Bal:PHP52,721.50",1503137407743,SmartPadala
47150,"2/2 Bal:PHP54,038.75",1503137336811,SmartPadala
47151,"1/2 19Aug 1808:Remittance of PHP3,000.00 & commission of PHP34.50 was received from 639129348373.LIBRE ang pag-claim ng iyong customer.Ref:6fad13e191a7",1503137313704,SmartPadala
47152,"2/2 Bal:PHP49,687.00",1503137128341,SmartPadala
47153,"1/2 19Aug 1805:Remittance of PHP500.00 & commission of PHP11.50 was received from 639195290250.LIBRE ang pag-claim ng iyong customer.Ref:2b14b9631ff3",1503137116132,SmartPadala
47154,"2/2 Bal:PHP49,175.50",1503134734458,SmartPadala
47155,"1/2 19Aug 1725:Remittance of PHP1,000.00 & commission of PHP11.50 was received from 639394377602.LIBRE ang pag-claim ng iyong customer.Ref:d8c7954d1486",1503134722130,SmartPadala
47232,"1/2 19Aug 1857:Remittance of PHP300.00 & commission of PHP11.50 was received from 639192812794.LIBRE ang pag-claim ng iyong customer.Ref:f8b92363afc8",1503140278269,SmartPadala
47233,"2/2 Bal:PHP64,576.75",1503140639649,SmartPadala
47234,"2/2 Bal:PHP65,088.25",1503141219724,SmartPadala
47235,"1/2 19Aug 1913:Remittance of PHP500.00 & commission of PHP11.50 was received from 639127250664.LIBRE ang pag-claim ng iyong customer.Ref:59678a6cecf0",1503141233186,SmartPadala
47236,"1/2 19Aug 1917:Remittance of PHP500.00 & commission of PHP11.50 was received from 639286057816.LIBRE ang pag-claim ng iyong customer.Ref:d500fafad722",1503141450340,SmartPadala
47237,"2/2 Bal:PHP65,599.75",1503141467532,SmartPadala
47238,"2/2 Bal:PHP65,911.25",1503141736706,SmartPadala
47239,"1/2 19Aug 1922:Remittance of PHP300.00 & commission of PHP11.50 was received from 639123722349.LIBRE ang pag-claim ng iyong customer.Ref:be67090190f5",1503141753484,SmartPadala
47240,"1/2 19Aug 1947:Remittance of PHP620.00 & commission of PHP11.50 was received from 639213262052.LIBRE ang pag-claim ng iyong customer.Ref:3ed681eb3aa0",1503143234156,SmartPadala
47241,"2/2 Bal:PHP66,542.75",1503143246034,SmartPadala
47242,"2/2 Bal:PHP67,580.00",1503143723490,SmartPadala
47243,"1/2 19Aug 1955:Remittance of PHP1,020.00 & commission of PHP17.25 was received from 639392642020.LIBRE ang pag-claim ng iyong customer.Ref:8ccb67a042be",1503143737223,SmartPadala
47244,"1/2 20Aug 0753:Remittance of PHP1,400.00 & commission of PHP17.25 was received from 639082795588.LIBRE ang pag-claim ng iyong customer.Ref:81895b14743d",1503186791699,SmartPadala
47245,"20Aug 0738: We have sent a text message to your customer on the Smart Padala transaction details. Thank you! Ref:9aa2f239bfcf",1503185902863,SmartPadala
47246,"1/2 20Aug 0736:Sent PHP500.00 from ENCASHMENT to 529967******4115 at 639185998309.Ref:9aa2f239bfcf.Sa next msg,i-type ang customer &receiver cellphone#",1503185833532,SmartPadala
47247,"2/2 &send to 8890.",1503185829778,SmartPadala
47248,"CONFIRM Ref:9aa2f239bfcf
Customer Cellphone#:
Receiver Cellphone#:",1503185817187,SmartPadala
47249,"20Aug 0736:Remittance of PHP500.00 & fee of PHP18.50 was deducted from your account.Avail bal:PHP39,438.80.Ref:9aa2f239bfcf",1503185807132,SmartPadala
47250,"2/2 Bal:PHP2,796.00",1503185279785,SmartPadala
47251,"1/2 20Aug 0727:Remittance of PHP250.00 & commission of PHP11.50 was received from 639214516274.LIBRE ang pag-claim ng iyong customer.Ref:6a7387921b3e",1503185274115,SmartPadala
47252,"2/2 Bal:PHP2,534.50",1503185092790,SmartPadala
47253,"1/2 20Aug 0724:Remittance of PHP1,200.00 & commission of PHP17.25 was received from 639997865938.LIBRE ang pag-claim ng iyong customer.Ref:1ad31e9b8e8a",1503185082129,SmartPadala
47254,"1/2 20Aug 0645:Remittance of PHP1,300.00 & commission of PHP17.25 was received from 639219804207.LIBRE ang pag-claim ng iyong customer.Ref:d672869d4ae9",1503182819027,SmartPadala
47255,"2/2 Bal:PHP1,317.25",1503182815249,SmartPadala
47256,"1/2 19Aug 1955:Remittance of PHP1,020.00 & commission of PHP17.25 was received from 639392642020.LIBRE ang pag-claim ng iyong customer.Ref:8ccb67a042be",1503143737185,SmartPadala
47257,"2/2 Bal:PHP67,580.00",1503143723484,SmartPadala
47258,"2/2 Bal:PHP66,542.75",1503143246007,SmartPadala
47259,"1/2 19Aug 1947:Remittance of PHP620.00 & commission of PHP11.50 was received from 639213262052.LIBRE ang pag-claim ng iyong customer.Ref:3ed681eb3aa0",1503143234144,SmartPadala
47261,"2/2 Bal:PHP65,911.25",1503141736698,SmartPadala
47262,"2/2 Bal:PHP65,599.75",1503141467525,SmartPadala
47263,"1/2 19Aug 1917:Remittance of PHP500.00 & commission of PHP11.50 was received from 639286057816.LIBRE ang pag-claim ng iyong customer.Ref:d500fafad722",1503141450312,SmartPadala
47264,"1/2 19Aug 1913:Remittance of PHP500.00 & commission of PHP11.50 was received from 639127250664.LIBRE ang pag-claim ng iyong customer.Ref:59678a6cecf0",1503141233179,SmartPadala
47265,"2/2 Bal:PHP65,088.25",1503141219710,SmartPadala
47266,"2/2 Bal:PHP64,576.75",1503140639642,SmartPadala
47267,"1/2 19Aug 1857:Remittance of PHP300.00 & commission of PHP11.50 was received from 639192812794.LIBRE ang pag-claim ng iyong customer.Ref:f8b92363afc8",1503140278222,SmartPadala
47268,"2/2 Bal:PHP64,265.25",1503139141719,SmartPadala
47344,"2/2 Bal:PHP4,213.25",1503186883793,SmartPadala
47345,"2/2 Bal:PHP4,213.25",1503186883778,SmartPadala
47445,#><space><receiver#>,1503186928282,SmartPadala
47446,#><space><receiver#>,1503186937321,SmartPadala
47447,#><space><receiver#>,1503186942323,SmartPadala
47448,#><space><receiver#>,1503186962655,SmartPadala
47449,#><space><receiver#>,1503186956086,SmartPadala
47450,"2/2 Bal:PHP5,786.25",1503187672771,SmartPadala
47451,"1/2 20Aug 0807:Remittance of PHP1,550.00 & commission of PHP23.00 was received from 639394480799.LIBRE ang pag-claim ng iyong customer.Ref:93b09aa3e94b",1503187686219,SmartPadala
47452,"2/2 Bal:PHP6,797.75",1503187689840,SmartPadala
47453,"1/2 20Aug 0808:Remittance of PHP1,000.00 & commission of PHP11.50 was received from 639395389992.LIBRE ang pag-claim ng iyong customer.Ref:1293f78bd8ce",1503187703220,SmartPadala
47454,#><space><receiver#>,1503188090244,SmartPadala
47455,"1/2 20Aug 0816:Remittance of PHP1,500.00 & commission of PHP17.25 was received from 639983560675.LIBRE ang pag-claim ng iyong customer.Ref:c4cbfd565cb4",1503188271272,SmartPadala
47456,"2/2 Bal:PHP8,315.00",1503188273526,SmartPadala
47457,"2/2 Bal:PHP9,732.25",1503188498812,SmartPadala
47458,"1/2 20Aug 0819:Remittance of PHP1,400.00 & commission of PHP17.25 was received from 639497960337.LIBRE ang pag-claim ng iyong customer.Ref:f096edcc7f99",1503188502555,SmartPadala
47459,"2/2 &send to 8890.",1503188855821,SmartPadala
47460,"20Aug 0827:Remittance of PHP400.00 & fee of PHP18.50 was deducted from your account.Avail bal:PHP39,020.30.Ref:812b24fbcafc",1503188861992,SmartPadala
47461,"CONFIRM Ref:812b24fbcafc
Customer Cellphone#:
Receiver Cellphone#:",1503188864767,SmartPadala
47462,"1/2 20Aug 0827:Sent PHP400.00 from ENCASHMENT to 557751******8102 at 639993456055.Ref:812b24fbcafc.Sa next msg,i-type ang customer &receiver cellphone#",1503188876206,SmartPadala
47463,"20Aug 0828: We have sent a text message to your customer on the Smart Padala transaction details. Thank you! Ref:812b24fbcafc",1503188930409,SmartPadala
47464,"20Aug 0835:Remittance of PHP650.00 & commission of PHP11.50 was added to your account.Avail Bal:PHP10,393.75.Ref:1f00d9ad3272",1503189339970,SmartPadala
47465,"1/2 20Aug 0841:Remittance of PHP600.00 & commission of PHP11.50 was received from 639284165065.LIBRE ang pag-claim ng iyong customer.Ref:ce6e569ff66e",1503189670709,SmartPadala
47466,"2/2 Bal:PHP11,005.25",1503189682393,SmartPadala
47467,#><space><receiver#>,1503189706990,SmartPadala
47468,"2/2 Bal:PHP12,016.75",1503190121872,SmartPadala
47469,"1/2 20Aug 0848:Remittance of PHP1,000.00 & commission of PHP11.50 was received from 639184665555.LIBRE ang pag-claim ng iyong customer.Ref:795a1bab2533",1503190135229,SmartPadala
47470,"2/2 Bal:PHP12,858.25",1503190285414,SmartPadala
47471,"1/2 20Aug 0851:Remittance of PHP830.00 & commission of PHP11.50 was received from 639122228333.LIBRE ang pag-claim ng iyong customer.Ref:6e13494b9e00",1503190297318,SmartPadala
47472,"1/2 20Aug 0851:Remittance of PHP830.00 & commission of PHP11.50 was received from 639122228333.LIBRE ang pag-claim ng iyong customer.Ref:6e13494b9e00",1503190297326,SmartPadala
47473,"2/2 Bal:PHP12,858.25",1503190285398,SmartPadala
47474,"1/2 20Aug 0848:Remittance of PHP1,000.00 & commission of PHP11.50 was received from 639184665555.LIBRE ang pag-claim ng iyong customer.Ref:795a1bab2533",1503190135217,SmartPadala
47475,"2/2 Bal:PHP12,016.75",1503190121862,SmartPadala
47476,"2/2 Bal:PHP11,005.25",1503189682386,SmartPadala
47477,"1/2 20Aug 0841:Remittance of PHP600.00 & commission of PHP11.50 was received from 639284165065.LIBRE ang pag-claim ng iyong customer.Ref:ce6e569ff66e",1503189670704,SmartPadala
47478,"20Aug 0835:Remittance of PHP650.00 & commission of PHP11.50 was added to your account.Avail Bal:PHP10,393.75.Ref:1f00d9ad3272",1503189339946,SmartPadala
47479,"1/2 20Aug 0827:Sent PHP400.00 from ENCASHMENT to 557751******8102 at 639993456055.Ref:812b24fbcafc.Sa next msg,i-type ang customer &receiver cellphone#",1503188876197,SmartPadala
47480,"20Aug 0827:Remittance of PHP400.00 & fee of PHP18.50 was deducted from your account.Avail bal:PHP39,020.30.Ref:812b24fbcafc",1503188861985,SmartPadala
47481,"1/2 20Aug 0819:Remittance of PHP1,400.00 & commission of PHP17.25 was received from 639497960337.LIBRE ang pag-claim ng iyong customer.Ref:f096edcc7f99",1503188502579,SmartPadala
47482,"2/2 Bal:PHP9,732.25",1503188498808,SmartPadala
47483,"2/2 Bal:PHP8,315.00",1503188273531,SmartPadala
47484,"1/2 20Aug 0816:Remittance of PHP1,500.00 & commission of PHP17.25 was received from 639983560675.LIBRE ang pag-claim ng iyong customer.Ref:c4cbfd565cb4",1503188271270,SmartPadala
